X,Y,ID,FacilityID,LotName,Community,Address,City,State,Zipcode,Lat,Lon,ConvenientTo,Type,Hours,HourlyCost,DailyCost,MonthlyCost,SpecialFeatures,Spaces,Status
-118.2784761,33.96130588,313,678,Broadway & Manchester Parking Lot,Vermont Vista,8509 S Broadway,Los Angeles,CA,90003-3334,33.961301,-118.278464,Post Office & shops,Free,24 hours Daily,Free,Free,N/A,2 hrs max time limit,61,Operational
-118.2587631,34.07755689,314,679,Sunset & Logan Parking Lot,Echo Park,1711 Sunset Blvd,Echo Park,CA,90026-3224,34.077552,-118.258751,Restaurants & shops,Metered,7am-9pm Daily,$0.50 ,$2.50 ,N/A,14 hrs max time limit,14,Operational
-118.4464762,34.06197788,315,680,Broxton & Westwood Parking Garage,Westwood,1036 Broxton Ave,Westwood Village,CA,90024-2824,34.061973,-118.446464,"Westwood Village, entertainment, restaurants & shops",Operated,"7am-12:30am Sun-Thu, 7am-2:30am Fri-Sat",$4.50 ,$9.00 ,$125.00 ,"First 2 hours free 7am-6pm Daily, after 6pm $3.00 flat Daily; max height clearance 8 feet 2 inches on level 1, 6 feet 8 inches on level 2 & up",366,Operational
-118.5247372,34.04627887,316,681,Sunset & Swarthmore Parking Lot,Pacific Palisades,15216 W Sunset Blvd,Pacific Palisades,CA,90272-3611,34.046274,-118.524725,Restaurants & shops,Metered,7am-9pm Daily,$1.00 ,$2.00/2 hrs,N/A,2 hrs max time limit,25,Operational
-118.2085151,34.04760389,317,682,Breed & Cesar Chavez Parking Lot,Boyle Heights,318 N Breed St,Boyle Heights,CA,90033-1802,34.047599,-118.208503,Restaurants & shops,Metered,7am-9pm Daily,$0.50 ,$2.50 ,N/A,10 hrs max time limit,27,Operational
-118.2867811,33.73956785,318,683,5th & Pacific Parking Lot,San Pedro,445 W 5th St,San Pedro,CA,90731,33.739563,-118.286769,Warner Grand Theater & shops,Metered,8am-6pm Mon-Sat,$0.50 ,$2.50 ,$30.00 ,4 hrs max time limit; no overnight parking 2am-6am nightly,26,Operational
-118.2870491,33.73804185,319,684,7th & Pacific Parking Lot,San Pedro,460 W 7th St,San Pedro,CA,90731,33.738037,-118.287037,Restaurants & shops,Metered,8am-6pm Mon-Sat,$0.50 ,$2.50 ,$30.00 ,No overnight parking 2am-6am nightly,86,Operational
-118.4268212,34.04149688,320,685,Malcolm & Pico Parking Lot,Rancho Park,2386 Malcolm Ave,Los Angeles,CA,90064-2206,34.041492,-118.426809,"Westside Pavillion, restaurants & shops",Metered,7am-9pm Daily,$1.00 ,$4.00/10 hrs,N/A,10 hrs max time limit,19,Operational
-118.2132771,34.1384339,321,686,Caspar & Merton Parking Lot,Eagle Rock,5063 Caspar Ave,Eagle Rock,CA,90041-1967,34.138429,-118.213265,Restaurants & shops,Metered,7am-9pm Daily,$0.50 ,$2.50 ,N/A,10 hrs max time limit,29,Operational
-118.6004772,34.19997489,322,687,Remmet & Sherman Way West Parking Lot,Canoga Park,7141 Remmet Ave,Canoga Park,CA,91303-2016,34.19997,-118.600465,Restaurants & shops,Free,24 hours Daily,Free,Free,N/A,2 hrs max time limit,21,Operational
-118.3846012,34.05592988,323,688,Clark & Pico Parking Garage,Crestview,1156 Clark Dr,Los Angeles,CA,90035-1400,34.055925,-118.384589,Restaurants & shops,Metered,7am-9pm Daily,$0.75 ,$3.00 ,N/A,10 hrs max time limit; max height clearance 6 feet 2 inches,27,Operational
-118.3851782,34.05494588,324,689,Pico & Robertson Parking Lot,Crestview,8866 Pico Blvd,Los Angeles,CA,90035-3302,34.054941,-118.385166,Restaurants & shops,Metered,7am-9pm Daily,$0.75 ,$3.00 ,N/A,10 hrs max time limit,39,Operational
-118.3990472,34.14341189,325,690,Ventura & Laurel Canyon Parking Garage,Studio City,12225 Ventura Blvd,Studio City,CA,91604-2519,34.143407,-118.399035,Restaurants & shops,Operated,"7am-10:30pm Sun-Thu, 7am-12 midnight Fri-Sat","First 20 minutes free, $0.30 per 20 min thereafter",$6.00 ,$47.50 ,Closed nightly; max height clearance 8 feet 2 inches,393,Operational
-118.2914831,34.06055989,326,691,Vermont & Wilshire Parking Lot,Wilshire Center,682 S Vermont Ave,Los Angeles,CA,90005-1348,34.060555,-118.291471,Restaurants & shops,Operated,8am-6pm Mon-Fri,$3.00 ,$5.00 ,$60.00 ,"$2.00 flat rate after 3pm; Monthly Day Permit: $60.00, 8am-6pm Daily; Monthly Night Permit: $40.00, 6pm-8am Nightly",65,Operational
-118.2917971,34.06346489,327,692,Vermont & 6th Parking Lot,Wilshire Center,601 S Vermont Ave,Los Angeles,CA,90005-1347,34.06346,-118.291785,Restaurants & shops,Metered,7am-9pm Daily,$0.75 ,$3.00 ,N/A,10 hrs max time limit,57,Operational
-118.3237771,34.07474489,328,694,Larchmont & 1st Parking Lot,Hancock Park,209 N Larchmont Blvd,Los Angeles,CA,90004-3706,34.07474,-118.323765,"Larchmont Village, restaurants & shops",Metered,7am-12 midnight Daily,$1.00 ,$2.00/2 hrs,N/A,2 hrs max time limit; no parking 7am-3pm Sun for Farmers Market (free parking available in Parking Lot 732),34,Operational
-118.1932381,34.1098139,329,695,Ave 57 & Marmion Parking Lot,Highland Park,123 N Avenue 57,Highland Park,CA,90042-4115,34.109809,-118.193226,"Metro Gold Line Station, restaurants & shops",Metered & Free,4am-2pm Daily,$0.50 ,$2.50 ,N/A,10 hrs max time limit; free parking with 2 hrs max time limit,38,Operational
-118.2627151,33.78046186,330,696,Avalon & I St Parking Lot,Wilmington,835 Avalon Blvd,Wilmington,CA,90744-4501,33.780457,-118.262703,Wilmington Town Square,Free,24 hours Daily,Free,Free,N/A,2 hrs max time limit,14,Operational
-118.2142451,34.07253689,331,697,Workman & Broadway Parking Lot,Lincoln Heights,2332 Workman St,Lincoln Heights,CA,90031-2616,34.072532,-118.214233,Restaurants & shops,Free,8am-6pm Mon-Sat,Free,Free,N/A,10 hrs max time limit,26,Operational
-118.4216602,34.04440988,332,698,Prosser & Pico Parking Lot,Century City,2367 Prosser Ave,Los Angeles,CA,90064-2323,34.044405,-118.421648,Shops,Metered,7am-9pm Daily,$0.50 ,$2.50 ,N/A,10 hrs max time limit,25,Operational
-118.2886611,33.73410285,333,699,11th & Pacific Parking Lot,San Pedro,529 11th St,San Pedro,CA,90731,33.734098,-118.288649,Shops,Free,8am-6pm Mon-Fri,Free,Free,N/A,2 hrs max time limit; no overnight parking 2am-6am nightly,40,Operational
-118.2769231,33.95947288,334,700,86th & Broadway Parking Lot,Vermont Vista,239 W 86th Pl,Los Angeles,CA,90003-3307,33.959468,-118.276911,Shops,Free,24 hours Daily,Free,Free,N/A,2 hrs max time limit,21,Operational
-118.4678612,33.98584187,335,701,Dell & Venice Parking Lot,Venice,2150 Dell Ave,Venice,CA,90291-4526,33.985837,-118.467849,"Venice beach, restaurants & shops",Operated,Open per demand; 8am-11pm Daily,See rates under Special Features,"Mon-Fri $5.00; Sat-Sun, Holidays $12.00",$15.00 ,"Overflow lot for Lot 731; flat rates by time-of-day, hours of operation based on demand/weather; $5.00 7am-9am, $12.00-$17.00 9am-4pm, $5.00 4pm-8pm Daily May-Sep; $4.00 7am-9am, $7.00-$12.00 9am-5pm Daily Oct-Apr; no overnight parking 11pm-5am nightly; free for Farmers Market 7am-12pm Fri; monthly only for grandfathered properties",150,Operational
-118.3268771,34.10032889,336,702,Vine & Hollywood Parking Lot,Hollywood,1625 N Vine St,Hollywood,CA,90028-8802,34.100324,-118.326865,"Pantages Theater, entertainment & shops",Operated,24 hours Daily,$4.00 ,$12.00 ,$100-150 (see Special Features),"$10.00 flat 6am-6pm<br />Monthly rate: (1) $100 Day Only: 6am-6pm; (2) $125 Day Plus: 6am-9pm; (3) $150: full 24 hour access;<br />Max height clearance 8'2""",457,Operational
-118.3839772,34.07483588,337,703,Robertson & Alden Parking Garage,Carthay,123 S Robertson Blvd,Los Angeles,CA,90048-3207,34.074831,-118.383965,Restaurants & shops,Operated,6am-11:30pm Daily,"$1.20/30 minutes for first 3 hrs, $1.20/15 minutes thereafter until max of $12.00",$12.00 ,$150.00 ,"Max height clearance 8 feet 2 inches on level 1, 6 feet 6 inches on level 2 & up",334,Operational
-118.6027452,34.19977389,338,704,Jordan & Gault Parking Lot,Canoga Park,7128 Jordan Ave,Canoga Park,CA,91303,34.199769,-118.602733,Shops,Metered,7am-9pm Daily,$0.50 ,$2.50 ,N/A,10 hrs max time limit,37,Operational
-118.6042802,34.16765588,339,705,Don Pio & Costanso Parking Lot,Woodland Hills,21901 W Costanso St,Woodland Hills,CA,91364,34.167651,-118.604268,Restaurants & shops,Metered,7am-9pm Daily,$0.50 ,$2.50 ,N/A,12 hrs max time limit,28,Operational
-118.4301202,34.04017688,340,707,Midvale & Pico Parking Lot,Rancho Park,2377 Midvale Ave,Los Angeles,CA,90064-2103,34.040172,-118.430108,"Westside Pavillion, restaurants & shops",Metered,7am-9pm Daily,$1.00 ,$4.00/10 hrs,N/A,10 hrs max time limit,41,Operational
-118.2601321,34.1167879,341,711,Garden & Glendale Parking Lot,Atwater Village ,3528 Garden Ave,Los Angeles,CA,90039-1922,34.116783,-118.26012,Restaurants & shops,Free,24 hours Daily,Free,Free,N/A,2 hrs max time limit; no overnight parking 2am-6am nightly,34,Operational
-118.5372452,34.20205889,342,712,Baird & Wyandotte Parking Lot ,Reseda,7246 Baird Ave,Reseda,CA,91335,34.202054,-118.537233,Restaurants & shops,Free,8am-6pm Mon-Sat,Free,Free,N/A,10 hrs max time limit; no overnight parking 12am-6am nightly,34,Operational
-118.2110121,34.04711189,343,713,Chicago & Cesar Chavez Parking Lot,Boyle Heights,249 N Chicago St,Boyle Heights,CA,90033-2906,34.047107,-118.211,Restaurants & shops,Operated,"9am-7pm Daily Apr-Sep, 9am-5pm Daily Oct-Mar",$2.50 ,$5.00 ,$60.00 ,Pay max in advance,70,Operational
-118.4254242,34.04253388,344,715,Overland & Pico Parking Lot,Century City,2371 Overland Ave,Los Angeles,CA,90064-2209,34.042529,-118.425412,Shops,Metered,7am-9pm Daily,$0.75 ,$3.00 ,N/A,10 hrs max time limit,27,Operational
-118.6004772,34.19960589,345,725,Remmet & Gault Parking Lot,Canoga Park,7117 Remmet Ave,Canoga Park,CA,91303-2016,34.199601,-118.600465,Restaurants & shops,Free,24 hours Daily,Free,Free,N/A,,17,Operational
-118.2134881,34.04490489,346,728,1st & Chicago Parking Lot,Boyle Heights,2129 E 1st St,Los Angeles,CA,90033-3917,34.0449,-118.213476,,,,,,,LEASED  TO LAPD,,Operational
-118.4690782,33.98548387,347,731,Venice & Pacific Parking Lot,Venice,200 N Venice Blvd,Venice,CA,90291,33.985479,-118.469066,"Venice Beach, restaurants & shops",Operated,Open per demand; 8am-11pm Daily,See rates under Special Features,"Mon-Fri $5.00; Sat-Sun, Holidays $12.00",$55.00 ,"Flat rates by time-of-day, hours of operation vary based on demand/weather; May-Sep: $5.00 7am-9am & 4pm-8pm Daily, $12.00-$20.00 9am-4pm Mon-Fri, $12.00-$25.00 9am-4pm Sat-Sun & Holidays; Oct-Apr: $4.00 7am-9am, $7.00-$15.00 9am-5pm Daily; pay at honor box from closing to 11pm; $2.00 Mon-Thu, $3.00 Fri-Sun; overnight parking by monthly permit only 6pm-9am nightly",177,Operational
-118.3234451,34.07487689,348,732,Larchmont & Beverly Parking Garage,Hancock Park,218 N Larchmont Blvd,Los Angeles,CA,90004-3707,34.074872,-118.323433,"Larchmont Village, restaurants & shops",Operated,"7am-9pm Mon-Sat, 9am-5pm Sun (free on Sunday)",$1.50 ,$6.00 ,$65.00 ,"One hour free with validation, free parking Sundays for Farmers Market in Parking Lot 694; max height clearance 8 feet 2 inches, 6 feet 10 inches on level B2 & B3",167,Operational
-118.2855971,33.73894185,349,735,Mesa & 6th Parking Lot,San Pedro,396 W 6th St,San Pedro,CA,90731-2622,33.738937,-118.285585,Warner Grand Theater & shops,Metered,8am-6pm Mon-Sat,$0.50 ,$2.00/4 hrs,N/A,4 hrs max time limit; no overnight parking 2am-6am nightly,50,Operational
-118.4781392,33.99571787,350,740,Main & Rose Parking Lot,Venice,301 S Main St,Venice,CA,90291-2523,33.995713,-118.478127,"Venice beach, restaurants & shops",Metered,9am-6pm Daily,$1.00 ,$4.00/10 hrs,N/A,,41,Operational
-118.3312161,34.10050689,351,742,Wilcox & Hollywood Parking Lot,Hollywood,1637 N Wilcox Ave,Hollywood,CA,90028-6205,34.100502,-118.331204,"Entertainment, restaurants & shops",Operated,8am-12:30am Daily,$7.00-10.00 flat,$10.00 ,$90.00 ,"Flat rate: $7.00 8am-8pm, $10.00 8pm-12:30am",149,Operational
-118.2920761,33.96153688,352,744,Vermont & 85th Parking Lot,Vermont Knolls,8463 S Vermont Ave,Los Angeles,CA,90044-3448,33.961532,-118.292064,Council District 8 Constituent Service Center,Metered,7am-9pm Daily,$0.50 ,$2.50 ,N/A,10 hrs max time limit,23,Operational
-118.3388952,34.10173489,353,745,Hollywood & Highland Parking Garage,Hollywood,6801 Hollywood Blvd,Hollywood,CA,90028,34.10173,-118.338883,Chinese and Dolby Theatres,Operated,9am-2am Daily,$4.00 ,$13.00 ,$120.00 (Residential Parking: $60.00),"Flat rate: $10.00 after 10pm Thu-Sat<br /><hr />Validation (participating venues only):<br />(1) Retail & Restaurants: $2.00 first 2 hrs<br />(2) Cinemas: $2.00 first 4 hrs<br />*Dolby Theatre & Hotel Ballrooms do not validate<br /><hr />Valet (optional): $7.00 in addition to standard rates; Max height clearance 8 feet 2 inches, 7 feet on levels P3-P6","3,021",Operational
-118.3706412,34.16024089,354,747,Vineland & Lankershim Parking Lot,North Hollywood,5000 N Vineland Ave,North Hollywood,CA,91601-3815,34.160236,-118.370629,NOHO Art District & shops,Metered & Free,7am-9pm Daily,$0.50 ,$2.50 ,N/A,10 hrs max time limit; free parking with 2 hrs max time limit,92,Operational
-118.4416892,34.04835688,355,748,Santa Monica & Sepulveda Parking Lot,West Los Angeles,11010 Santa Monica Blvd,Los Angeles,CA,90025,34.048352,-118.441677,Shops,Metered,7am-9pm Mon-Sat,$1.00 ,$4.00/10 hrs,N/A,10 hrs max time limit,24,Operational
-118.3416561,34.03970188,356,749,Washington & Palm Grove Parking Lot ,Longwood,4702 W Washington Blvd,Los Angeles,CA,90016,34.039697,-118.341644,Nate Holden Performing Arts Center & shops,Free,,,,,Managed by Cultural Affairs Dept,7,Operational
-118.3402211,34.03964088,357,750,Claudina & Washington Parking Lot,Longwood,4600 W Washington Blvd,Los Angeles,CA,90016-1728,34.039636,-118.340209,Nate Holden Performing Arts Center & shops,Free,,,,,Managed by Cultural Affairs Dept,22,Operational
-118.3397901,34.04024888,358,751,Vineyard & Washington Parking Lot,Lafayette Square,4601 W Washington Blvd,Los Angeles,CA,90016-1721,34.040244,-118.339778,Nate Holden Performing Arts Center & shops,Free,,,,,Managed by Cultural Affairs Dept,60,Operational
-118.4466772,34.18431989,359,752,San Fernando Valley Civic Center Parking Garage,Van Nuys,6265 Sylmar Ave,Van Nuys,CA,91401,34.184315,-118.446665,San Fernando Valley Civic Center & shops,Operated,"6:30am-6pm Mon-Wed & Fri, 6:30am-7pm Thu",$2.00 ,$8.00 ,$75.00 ,"Max height clearance 8 feet 2 inches, 7 feet 2 inches on level B2 & down",302,Operational
-118.2369301,34.05040989,360,753,Mangrove Parking Lot,Downtown,414 E Temple St,Los Angeles,CA,90012,34.050405,-118.236918,Civic Center & Little Tokyo,Operated,5:30am-4pm Mon-Fri; 9am-5:30pm Sat,$5.00 flat,$5.00 ,$60.00 ,After 4pm & all day Sunday: honor box only,476,Operational
-118.2443461,34.04953489,361,755,Los Angeles & 2nd Parking Lot,Downtown,237 S Los Angeles St,Los Angeles,CA,90012,34.04953,-118.244334,Civic Center & Little Tokyo,Operated,6am-3:30pm Mon-Fri,$2.00 ,$8.00 ,$90.00 ,$4.00 flat rate after 2pm,63,
-118.2483221,34.04327989,362,758,Maple & 7th Parking Garage,Downtown,636 Maple Ave,Los Angeles,CA,90014-2212,34.043275,-118.24831,Wholesale District,Operated,"7am-7pm Mon-Fri, 8am-4pm Sat, Closed Sun",$3.00 flat,$3.00 ,$100.00 ,LADOT leases 140 space in facility owned by MJW Investments; max height clearance 8 feet 2 inches,140,Operational
-118.4719052,33.98758487,363,761,Pacific & Windward Parking Lot,Venice,1608 S Pacific Ave,Los Angeles,CA,90291-5112,33.98758,-118.471893,"Venice beach, restaurants & shops",Metered,8am-6pm Daily,$2.00/hr May 1-Sep 30; $1.00/hr Oct 1-Apr 30,$2.00 May 1-Sep 30; $1.00 Oct 1-Apr 30,N/A,1 hour max time limit,14,
-118.4670502,34.15274489,364,762,Dickens & Sepulveda Parking Lot,Sherman Oaks,15314 W Dickens St,Sherman Oaks,CA,91403,34.15274,-118.467038,"Sherman Oaks Galleria, restaurants & shops",Metered,7am-9pm Daily,$1.00 ,$2.00/2 hrs,N/A,2 hrs max time limit,42,
-118.2402501,34.05137389,365,763,Aiso Street Parking Garage,Little Tokyo,101 N Judge John Aiso St,Los Angeles,CA,90012,34.051369,-118.240238,Little Tokyo and Civic Center,Operated,"6am-midnight Mon-Thu, 6am-2am Fri, 9am-2am Sat, 9am-10pm Sun","$1.00/hr first 2 hrs, $3.00 third hr, $1.50/15 minutes until max of $14.00",$14.00 ,$90.00 ,$3.00 flat rate after 5pm,300,
-118.3312441,34.00527488,366,764,Degnan & 43rd Parking Lot,Leimert Park,4318 Degnan Blvd,Los Angeles,CA,90008-4570,34.00527,-118.331232,"Vision Theatre, restaurants & shops",Metered,7am-9pm Daily,$0.50 ,$2.50 ,N/A,No overnight parking 2am-6am nightly,93,
-118.2886391,33.73794485,367,766,Pacific & 7th Parking Lot,San Pedro,528 W 7th St,San Pedro,CA,90731,33.73794,-118.288627,,Free,8am-8pm Daily,Free,Free,N/A,"3 hrs max time limit, no overnight parking 2am-6am nightly",39,
-118.4544082,34.15170089,368,799,Ventura & Willis Parking Lot,Sherman Oaks,14758 Ventura Blvd,Sherman Oaks,CA,91403-3542,34.151696,-118.454396,"Sherman Oaks Village, restaurants & shops",Metered,7am-9pm Daily,$0.50 ,$1.00/2 hrs,N/A,2 hrs max time limit,20,Operational
-118.5989112,34.25294589,369,ML,Chatsworth Metrolink Station,,10040 Old Depot Plaza Rd,Chatsworth,CA,91311,34.252941,-118.598899,,,,,,,,,
-118.5449772,34.22964789,370,ML,Northridge Metrolink Station,,8801 Wilbur Ave,Northridge,CA,91324,34.229643,-118.544965,,,,,,,,,
-118.3722872,34.2219789,371,ML,Sun Valley Metrolink Station,,8358 San Fernando Rd,Sun Valley,CA,91352,34.221974,-118.372275,,,,,,,,,
-118.4519522,34.2942049,372,ML,Sylmar/San Fernando Metrolink Station,,12200 Frank Modugno Dr,Sylmar,CA,91342,34.2942,-118.45194,,,,,,,,,
-118.4486452,34.2104419,373,ML,Van Nuys Amtrak/Metrolink Station,,7700 Van Nuys Blvd,Van Nuys,CA,91405,34.210437,-118.448633,,,,,,,,,